#AGE= 7.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
 110  0.768697  3.7770  4.3363  0.0489  5.3924  5.2702  4.6556  4.3177  4.0078  3.5968  3.3083  3.2768  4.4393  4.8061
 111  0.770776  3.7774  4.3302  0.0577  5.3655  5.2457  4.6332  4.2961  3.9867  3.5767  3.2890  3.2576  4.4173  4.7831
 112  0.772326  3.7777  4.3255  0.0644  5.3453  5.2273  4.6162  4.2797  3.9708  3.5614  3.2743  3.2430  4.4008  4.7657
 113  0.773878  3.7780  4.3207  0.0711  5.3249  5.2087  4.5991  4.2631  3.9546  3.5459  3.2594  3.2282  4.3840  4.7481
 114  0.775432  3.7782  4.3158  0.0779  5.3041  5.1896  4.5817  4.2463  3.9383  3.5303  3.2443  3.2132  4.3670  4.7303
 115  0.776987  3.7785  4.3108  0.0849  5.2828  5.1702  4.5642  4.2294  3.9218  3.5145  3.2291  3.1981  4.3498  4.7123
 116  0.778544  3.7787  4.3057  0.0919  5.2613  5.1506  4.5466  4.2124  3.9052  3.4985  3.2137  3.1827  4.3325  4.6942
 117  0.780102  3.7790  4.3005  0.0989  5.2398  5.1307  4.5287  4.1951  3.8883  3.4823  3.1980  3.1672  4.3150  4.6758
 118  0.781661  3.7792  4.2952  0.1061  5.2180  5.1107  4.5107  4.1776  3.8713  3.4659  3.1821  3.1514  4.2973  4.6574
 119  0.783220  3.7795  4.2898  0.1133  5.1962  5.0906  4.4925  4.1600  3.8540  3.4493  3.1660  3.1353  4.2794  4.6387
 120  0.784780  3.7797  4.2843  0.1206  5.1740  5.0702  4.4741  4.1422  3.8366  3.4325  3.1498  3.1191  4.2614  4.6199
 121  0.786338  3.7799  4.2787  0.1280  5.1518  5.0496  4.4556  4.1242  3.8190  3.4154  3.1332  3.1027  4.2431  4.6009
 122  0.787895  3.7802  4.2730  0.1354  5.1298  5.0291  4.4369  4.1060  3.8011  3.3981  3.1164  3.0859  4.2247  4.5818
 123  0.789425  3.7804  4.2673  0.1431  5.1061  5.0074  4.4178  4.0875  3.7831  3.3808  3.0997  3.0693  4.2059  4.5621
 124  0.790964  3.7807  4.2616  0.1507  5.0825  4.9858  4.3986  4.0690  3.7650  3.3634  3.0829  3.0526  4.1871  4.5424
 125  0.792504  3.7810  4.2559  0.1584  5.0585  4.9639  4.3793  4.0503  3.7468  3.3460  3.0661  3.0358  4.1681  4.5226
 126  0.794045  3.7813  4.2501  0.1662  5.0347  4.9420  4.3599  4.0315  3.7284  3.3283  3.0490  3.0188  4.1491  4.5027
 127  0.795585  3.7815  4.2441  0.1740  5.0109  4.9201  4.3404  4.0126  3.7099  3.3104  3.0317  3.0016  4.1298  4.4827
 128  0.797123  3.7818  4.2381  0.1818  4.9872  4.8981  4.3208  3.9935  3.6912  3.2923  3.0141  2.9841  4.1105  4.4625
 129  0.798657  3.7820  4.2319  0.1897  4.9634  4.8760  4.3010  3.9743  3.6723  3.2740  2.9964  2.9664  4.0910  4.4423
 130  0.800185  3.7822  4.2256  0.1977  4.9398  4.8540  4.2811  3.9549  3.6532  3.2555  2.9783  2.9484  4.0713  4.4220
 131  0.801707  3.7824  4.2192  0.2057  4.9163  4.8319  4.2611  3.9353  3.6339  3.2366  2.9599  2.9300  4.0515  4.4015
 132  0.803223  3.7826  4.2126  0.2138  4.8929  4.8098  4.2409  3.9155  3.6144  3.2175  2.9412  2.9114  4.0315  4.3809
 133  0.804732  3.7827  4.2059  0.2220  4.8695  4.7877  4.2205  3.8956  3.5947  3.1983  2.9223  2.8925  4.0114  4.3603
 134  0.806235  3.7829  4.1990  0.2302  4.8464  4.7656  4.2001  3.8754  3.5748  3.1787  2.9030  2.8732  3.9911  4.3395
 135  0.807729  3.7830  4.1920  0.2385  4.8233  4.7434  4.1795  3.8551  3.5547  3.1588  2.8835  2.8537  3.9706  4.3186
 136  0.809216  3.7831  4.1849  0.2468  4.8003  4.7213  4.1587  3.8347  3.5343  3.1387  2.8637  2.8339  3.9500  4.2976
 137  0.810692  3.7831  4.1776  0.2552  4.7777  4.6992  4.1378  3.8140  3.5138  3.1183  2.8435  2.8136  3.9292  4.2764
 138  0.812159  3.7832  4.1701  0.2637  4.7551  4.6771  4.1168  3.7931  3.4930  3.0976  2.8229  2.7931  3.9082  4.2552
 139  0.813615  3.7832  4.1624  0.2722  4.7329  4.6552  4.0957  3.7721  3.4720  3.0767  2.8021  2.7722  3.8871  4.2339
